OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Estimated_Installation_Efficiency,Unit_installation_price,Date_added,aoi,Roof_quality,solar_panels,Comment
1,c761728a-11e5-4a98-a20e-88110c4157f8,SouthAfrica,75.61,44.29,8.59,11949.59,Single-family residential,20.34,2.22,1390.88,158.04,,,Middelburg,,,
2,73f00724-cc91-4d84-80a1-c8c85adc7be8,SouthAfrica,45.25,21.95,4.26,7091.22,Single-family residential,20.79,3.48,1665.46,156.71,,,Middelburg,,,
3,1fd2887b-8f0a-4f1f-ab54-a4f6e4b49527,SouthAfrica,38.79,20.06,3.89,5122.37,Single-family residential,22.15,,1316.5,132.06,,,Middelburg,,,
4,3f397b7a-35e8-4504-a293-659d3f1b7839,SouthAfrica,34.17,17.4,3.38,5709.98,Single-family residential,25.52,,1691.44,167.13,,,Middelburg,,,
5,1125580a-42f2-4a83-877b-b1f47be89687,SouthAfrica,56.1,21.99,4.26,6605.8,Single-family residential,21.16,2.53,1550.26,117.76,,,Middelburg,,,
6,1216dba7-ced2-4bcd-8930-64e49ffcb0ee,SouthAfrica,52.93,21.92,4.25,7269.8,Single-family residential,22.78,3.52,1709.2,137.34,,,Middelburg,,,
7,e0fc7d36-1ade-4756-8dd4-aee6d12bf7a6,SouthAfrica,181.14,111.64,21.64,30379.03,Single-family residential,20,7.69,1404.12,167.71,,,Middelburg,,,
8,309d1e66-6e4f-4f93-9eb2-7b9354d669a9,SouthAfrica,398.72,277.73,53.88,65839.85,Single-family residential,23.92,4.01,1222,165.13,,,Middelburg,,,
9,68cf0668-1a09-4734-abd3-81ff0e3cfbab,SouthAfrica,306.39,133.44,25.89,42381.29,Single-family residential,24.7,3.38,1637.2,138.33,,,Middelburg,,,
10,2e43b983-3164-4444-8614-865a6a4477be,SouthAfrica,73.74,36.45,7.07,9135.89,Single-family residential,29.83,,1291.99,123.89,,,Middelburg,,,
11,9b10f958-75c0-480d-9eca-12c7796ab948,SouthAfrica,900.05,635.8,123.47,179237.42,Public,24.94,4.79,1451.69,199.14,,,Middelburg,,,
12,49ee029b-0b0e-4bb8-a285-fced76f2e989,SouthAfrica,252.06,147.11,28.54,41362.09,Single-family residential,28.28,4.5,1449.28,164.1,,,Middelburg,,,
13,9be62efb-346c-4682-9195-82661316a347,SouthAfrica,869.23,608.79,118.22,210911.45,Commercial,25.61,5.23,1784,242.64,,,Middelburg,,,
14,718ebe1b-693c-4944-b500-0ebd1cebb4d0,SouthAfrica,349.23,245.94,47.71,64091.62,Schools,22.28,7.69,1343.32,183.52,,,Middelburg,,,
15,24cebcf5-1070-4c1a-8a28-d787ae6ff977,SouthAfrica,65.38,35.72,6.93,9535.4,Industrial,22.23,2.71,1376,145.86,,,Middelburg,,,
16,885b5008-e767-4217-9b87-85787b9a2d14,SouthAfrica,114.79,59.65,11.57,17270.79,Industrial,27.62,2.4,1492.5,150.45,,,Middelburg,,,
17,843f1623-1a3c-4cb8-9e03-2d5819daad24,SouthAfrica,35.35,18.24,3.54,4326.78,Single-family residential,28.29,,1223,122.4,,,Middelburg,,,
18,306bf6cf-f3ba-405c-88d3-482c7958ad6d,SouthAfrica,377.59,267.25,51.85,83122.82,Industrial,19.53,4.08,1603.25,220.14,,,Middelburg,,,
19,cc298393-c83f-41b7-8103-503088022c70,SouthAfrica,47.25,25.98,5.04,7428.94,Single-family residential,23.39,,1473.74,157.23,,,Middelburg,,,
20,d48f0fc9-864a-4a8c-8c28-282288e12bba,SouthAfrica,56.87,32.1,6.22,9551.02,Single-family residential,19.75,,1535.37,167.95,,,Middelburg,,,
21,ec54487a-cfd6-4c22-9684-397f41979a30,SouthAfrica,36.39,18.59,3.61,5679.69,Single-family residential,19.84,2.42,1575.22,156.1,,,Middelburg,,,
22,908f18db-4b12-4aa7-aa85-3fe4a5175500,SouthAfrica,13.24,5.36,1.04,1645.49,Single-family residential,27.14,,1580,124.27,,,Middelburg,,,
23,a1f22c65-ee34-448e-b981-8effcecda22a,SouthAfrica,223.57,138.19,26.81,40668.21,Single-family residential,24.4,3.56,1517,181.91,,,Middelburg,,,
24,d313d660-b6af-4bbb-99d9-7bfd4b9c2a3a,SouthAfrica,42.65,21.44,4.16,6742.83,Single-family residential,25.57,,1621,158.09,,,Middelburg,,,
25,b673f745-5bc3-474f-9a98-24edb267f4f8,SouthAfrica,32.25,15.64,3.04,4165.71,Single-family residential,23.13,2.31,1371.23,129.18,,,Middelburg,,,
26,6f46da2b-ca3b-48a6-80b3-5975e6580710,SouthAfrica,38.88,14.69,2.85,4093.61,Single-family residential,19.99,2.67,1436.51,105.3,,,Middelburg,,,
27,737ff12a-c97f-4912-9069-fbb7a78ac8ff,SouthAfrica,45.9,20.93,4.06,6312.66,Single-family residential,19.8,2.85,1556.24,137.54,,,Middelburg,,,
28,b59e369f-0555-4dbc-b231-9a0b97f318ed,SouthAfrica,29,14.41,2.8,3586.18,Single-family residential,20.27,2.71,1282.57,123.66,,,Middelburg,,,
29,85107f14-6dfd-4488-bba8-767631d116f1,SouthAfrica,24.94,10.86,2.11,2756.72,Single-family residential,21.45,2.53,1308.36,110.55,,,Middelburg,,,
30,c1cdca25-7c89-4f3a-8036-d69490fcd2f8,SouthAfrica,62.9,33.71,6.54,8855.04,Single-family residential,23.44,,1353.92,140.78,,,Middelburg,,,
31,ffadd729-3cd9-45f7-a681-2d27422faa2e,SouthAfrica,41.06,16.43,3.19,4211,Single-family residential,28.84,,1319.43,102.55,,,Middelburg,,,
32,da0283ed-2a8d-4522-83f7-b3adaa2d7bba,SouthAfrica,26.99,12.73,2.47,3585.11,Single-family residential,21.92,2.46,1451.63,132.83,,,Middelburg,,,
33,38ff61b2-8fa6-498f-bb48-bec6d975b389,SouthAfrica,40.32,21.54,4.18,6407.03,Single-family residential,28.32,2.58,1533.13,158.9,,,Middelburg,,,
34,56261bc6-670f-413e-a745-0e391837d4a6,SouthAfrica,36.82,19.66,3.81,5278.33,Single-family residential,20.56,2.28,1383.93,143.34,,,Middelburg,,,
35,e575a821-b14b-4624-a4d6-d6f2cfe59c27,SouthAfrica,44.65,23.76,4.61,7863,Single-family residential,18.31,2.97,1706,176.09,,,Middelburg,,,
36,8408e4fe-085c-4eb8-8a8d-62786ba27ec0,SouthAfrica,44.7,21.12,4.1,6934.23,Single-family residential,24.21,2.43,1690.98,155.13,,,Middelburg,,,
37,76b6f220-3178-43c9-a9ed-a0aff93b0c5a,SouthAfrica,14.44,5.25,1.02,1604.03,Single-family residential,24.72,,1574.5,111.08,,,Middelburg,,,
38,206b0dbe-33af-408d-9d70-21e8e256d003,SouthAfrica,18.18,7.48,1.45,2085.02,Single-family residential,21.45,,1435.71,114.69,,,Middelburg,,,
39,1397b226-bb88-4fdc-bda4-d94d904c87c3,SouthAfrica,35.24,17.57,3.41,4443.84,Single-family residential,24.07,,1303.53,126.11,,,Middelburg,,,
40,671e734a-0e4b-459e-a5b0-bc77aeae6821,SouthAfrica,27.93,13.93,2.7,4463.88,Single-family residential,25.12,,1651.52,159.81,,,Middelburg,,,
41,ada98d72-8f94-4ccf-8516-0a3564564bc7,SouthAfrica,32.37,11.77,2.28,3009.19,Single-family residential,22.78,2.12,1317.72,92.95,,,Middelburg,,,
42,bb48b6aa-7b19-4efb-a046-daf6d0b15c5f,SouthAfrica,37.23,19.61,3.8,4584.21,Single-family residential,22.06,2.04,1205,123.14,,,Middelburg,,,
43,07b30f76-8b13-4223-92d4-756208c6ec8e,SouthAfrica,10.32,3.61,0.7,922.68,Single-family residential,20.8,2.18,1319,89.4,,,Middelburg,,,
44,71cf37d4-5f51-4824-b01e-d0ed7f372c1b,SouthAfrica,29.42,13.91,2.7,4436.1,Single-family residential,22.28,3.2,1643.52,150.77,,,Middelburg,,,
45,effd08aa-9cbe-4fb9-9afd-d578858ba828,SouthAfrica,37.67,18.43,3.57,5265.12,Single-family residential,22.01,2.09,1472.83,139.79,,,Middelburg,,,
46,9081e266-f571-44e9-b36f-9951e7e8ab87,SouthAfrica,133.25,66.49,12.9,17427.33,Single-family residential,24.12,3.66,1351.05,130.79,,,Middelburg,,,
47,5d68b290-5858-439e-97c5-3d4094a08d4b,SouthAfrica,15.37,5.49,1.06,1459.39,Single-family residential,21.15,2.05,1370.4,94.94,,,Middelburg,,,
48,abd1e1bc-45dd-421d-b5f2-82ef4d4d6ee5,SouthAfrica,14.87,5.29,1.03,1364.61,Single-family residential,24.41,,1329.23,91.79,,,Middelburg,,,
49,c34404e6-8436-4bcc-808b-2f95fb75a0a7,SouthAfrica,33.08,16.88,3.27,4617.02,Single-family residential,22.51,,1409.92,139.58,,,Middelburg,,,
50,8dd5034b-0db4-4361-9895-14bcc53e0e11,SouthAfrica,111.5,62.93,12.21,15256.93,Single-family residential,20.45,3.35,1249.65,136.83,,,Middelburg,,,
51,85dc8a96-ee4d-4302-a0ce-73befd18d1a8,SouthAfrica,140.12,79.02,15.33,22476.51,Single-family residential,26.63,3.69,1466.27,160.41,,,Middelburg,,,
52,cc426355-5258-427b-b321-c0c15481b29b,SouthAfrica,90.56,43.59,8.45,13149.9,Single-family residential,24.99,3.01,1556.4,145.21,,,Middelburg,,,
53,833f7002-fcf5-44dc-a5c8-7682ea149902,SouthAfrica,33.7,7.43,1.44,2002.04,Single-family residential,20.77,2.98,1391.23,59.41,,,Middelburg,,,
54,deae50a2-c80d-4879-8be0-77ba6ed586d0,SouthAfrica,61.5,35.56,6.89,11661.97,Single-family residential,21.55,,1692,189.63,,,Middelburg,,,
55,bd1ec91f-13db-45c7-a7b8-152d79539090,SouthAfrica,61.52,35.55,6.9,10976.22,Single-family residential,28.3,,1589.8,178.43,,,Middelburg,,,
56,a9bebd62-966f-40ef-9f8f-ed14cb4e7439,SouthAfrica,68.6,39.96,7.75,13130.88,Single-family residential,23.11,,1693.79,191.41,,,Middelburg,,,
57,6754c2e1-70c2-4032-930f-35e7442e6e2b,SouthAfrica,56.25,19.5,3.78,6488.45,Single-family residential,22.95,,1715.1,115.35,,,Middelburg,,,
58,35cdbfa4-7e99-44c9-b0ba-89ce8f1db520,SouthAfrica,40.83,21.71,4.21,6458.37,Single-family residential,20.55,2.02,1533.13,158.18,,,Middelburg,,,
59,d5740f3b-0a93-48f9-b8ff-c447de0a586d,SouthAfrica,39.5,20.8,4.03,6437.77,Single-family residential,23.33,3.68,1595.77,162.97,,,Middelburg,,,
60,a9de1622-c01c-415e-8638-f2231b276579,SouthAfrica,108.27,45.23,8.78,14198.78,Single-family residential,22.24,2.93,1618,131.14,,,Middelburg,,,
61,3707b9cc-5202-4eb4-ad07-260e5115ef6b,SouthAfrica,78.25,43.11,8.36,12040.3,Single-family residential,28.91,,1439.64,153.87,,,Middelburg,,,
62,bd9741dc-3db5-4831-af12-62bb111d115a,SouthAfrica,99.42,58.81,11.41,15698.94,Schools,21.18,2.42,1376,157.9,,,Middelburg,,,
63,52e431b6-d5fb-4045-8904-d93a697b1e05,SouthAfrica,54.38,30.61,5.93,8744.88,Single-family residential,20.96,3.2,1474.21,160.83,,,Middelburg,,,
64,bb159fa9-504f-46bb-82af-fa111a94ca01,SouthAfrica,28.4,11.65,2.26,3823.75,Single-family residential,21.46,,1689.64,134.62,,,Middelburg,,,
65,f749a525-e381-4bd2-9aa5-cbc2ac9f2e34,SouthAfrica,24.62,9.63,1.87,2492.06,Single-family residential,26.14,,1333.57,101.22,,,Middelburg,,,
66,f7a89efb-523c-4b43-a719-fa388c308747,SouthAfrica,63.46,36.56,7.09,12284.07,Single-family residential,25.39,,1732,193.58,,,Middelburg,,,
67,7a9c31d1-ca75-4b63-8669-032d4b0c29d0,SouthAfrica,57.71,28.11,5.45,9548.28,Single-family residential,25.79,2.88,1751,165.46,,,Middelburg,,,
68,4ad4153f-d5c8-425d-93eb-f3bc120eb7d0,SouthAfrica,19.79,8.31,1.61,2416.61,Single-family residential,23.64,2.33,1498.5,122.09,,,Middelburg,,,
69,b3ba9b66-58d1-49ab-bae7-47f292320f21,SouthAfrica,61.75,31.5,6.11,8544.48,Single-family residential,23.16,3.29,1398.39,138.37,,,Middelburg,,,
70,8c391eb9-a675-4266-8efd-2f80a94015d2,SouthAfrica,45.52,23.43,4.55,7160.48,Single-family residential,19.52,,1575.15,157.29,,,Middelburg,,,
71,b818a7dc-cb2d-4c96-abfb-71856dc210da,SouthAfrica,56.36,29.17,5.65,9198.75,Single-family residential,22.62,2.38,1627.04,163.22,,,Middelburg,,,
72,0317726e-d4f8-48b0-b367-c09873f3be13,SouthAfrica,40.13,15.71,3.05,4305.12,Single-family residential,26.96,2.92,1412.66,107.29,,,Middelburg,,,
73,7ec96f62-8752-4757-8183-83750d1e5ce9,SouthAfrica,37.13,18.61,3.61,4416.59,Single-family residential,21.34,2.31,1223,118.97,,,Middelburg,,,
74,7d589aac-ae65-4ff0-a4fa-53283c7dd50c,SouthAfrica,12.81,4.93,0.96,1313.74,Single-family residential,25.5,,1374,102.57,,,Middelburg,,,
75,f0ef7901-dafe-4184-8a0a-1d6a24726788,SouthAfrica,11.66,3.98,0.77,1301.97,Single-family residential,24.59,3.22,1687,111.63,,,Middelburg,,,
76,1a4877e1-2fc6-402b-b2d2-9505fb1698e1,SouthAfrica,33.11,4.94,0.96,1413.79,Single-family residential,21.63,2.32,1472.95,42.69,,,Middelburg,,,
77,cb494c61-58d7-4509-9d08-e74815f62a50,SouthAfrica,569.23,389.85,75.63,112891.31,Schools,21.81,3.14,1492.65,198.32,,,Middelburg,,,
78,cc7935ab-09fb-4482-9483-39456e8a4ff9,SouthAfrica,16.18,6.82,1.32,2135.21,Single-family residential,21.94,,1615,131.94,,,Middelburg,,,
79,cf8f0417-30e0-42b2-a9b2-f17d4dd6f074,SouthAfrica,455.69,324.24,62.9,105987.57,Single-family residential,19.44,3.95,1684.93,232.59,,,Middelburg,,,
80,3acf4217-d35f-4ff9-83f0-ae0ea5db4d0f,SouthAfrica,423.68,280.61,54.38,74353.11,Single-family residential,21.46,3.33,1367.2,175.49,,,Middelburg,,,
81,67d9cf3b-e129-4178-a372-d8f2853a9f32,SouthAfrica,83.92,46.96,9.11,13146.4,Single-family residential,27.71,,1443.14,156.66,,,Middelburg,,,
82,5adc16b9-28c6-4e0c-9b6f-05a6dba6ff23,SouthAfrica,54.92,23.96,4.65,6382.51,Single-family residential,24.35,3.32,1373,116.22,,,Middelburg,,,
83,b4cc47ca-a19c-41aa-8e72-76d24a5ee77e,SouthAfrica,287.86,191.49,37.15,54994.72,Single-family residential,19.9,3.44,1480.41,191.04,,,Middelburg,,,
84,4122d459-5079-43aa-a872-1e1c246c574f,SouthAfrica,116.12,61,11.85,18907.43,Single-family residential,24.36,3.08,1596.18,162.83,,,Middelburg,,,
85,39fcd0f3-5fae-450e-a39a-7bfb17581289,SouthAfrica,321.75,234.2,45.43,79027.67,Single-family residential,23.26,,1739.36,245.61,,,Middelburg,,,
86,e0f2814a-32e2-46cc-9a1f-b90eed78d5d4,SouthAfrica,111.06,65.38,12.68,20041.73,Industrial,21.51,2.27,1580,180.46,,,Middelburg,,,
87,7d48e3cd-d76f-4937-812e-d4a327ef6e16,SouthAfrica,48.79,26.41,5.12,8145.08,Single-family residential,24.51,,1589.48,166.95,,,Middelburg,,,
88,9ad0737b-a2b8-42ec-b3b3-f6749c4fadf0,SouthAfrica,30.75,13.95,2.71,3306.66,Single-family residential,22.94,3,1222,107.53,,,Middelburg,,,
89,3f80e95c-8750-4ee2-b05f-25bcbeba68f2,SouthAfrica,25.44,11.94,2.32,3803.89,Single-family residential,16.53,,1642.5,149.5,,,Middelburg,,,
